creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,geography_Germany,geography_Spain,gender_Male,balance_per_product,credit_per_age,tenure_per_age
666,46,5,123873.19,1,1,1,177844.06,0,False,False,True,61936.595,14.170212765957446,0.10638297872340426
466,56,2,111920.13,3,1,0,197634.11,1,True,False,False,27980.0325,8.175438596491228,0.03508771929824561
567,45,4,0.0,2,0,1,121053.19,0,False,False,False,0.0,12.326086956521738,0.08695652173913043
613,20,3,0.0,2,1,1,149613.77,0,False,False,True,0.0,29.19047619047619,0.14285714285714285
718,37,8,0.0,2,1,1,142.81,0,False,False,True,0.0,18.894736842105264,0.21052631578947367
614,37,8,75150.34,4,0,1,131766.67,1,False,False,False,15030.068,16.157894736842106,0.21052631578947367
711,38,10,0.0,2,0,0,53311.78,0,False,False,True,0.0,18.23076923076923,0.2564102564102564
691,38,5,114753.76,1,1,0,107665.02,0,True,False,False,57376.88,17.71794871794872,0.1282051282051282
527,32,0,0.0,1,1,0,109523.88,0,False,False,True,0.0,15.969696969696969,0.0
476,32,6,111871.93,1,0,0,112132.86,0,False,False,False,55935.965,14.424242424242424,0.18181818181818182
619,45,0,0.0,2,0,0,113645.4,0,False,True,False,0.0,13.456521739130435,0.0
607,37,4,135927.06,1,0,0,180890.4,0,True,False,False,67963.53,15.973684210526315,0.10526315789473684
695,44,8,0.0,2,1,1,70974.13,0,False,True,True,0.0,15.444444444444445,0.17777777777777778
653,33,1,0.0,2,0,0,53379.52,0,False,False,True,0.0,19.205882352941178,0.029411764705882353
677,46,2,57037.74,1,1,1,158531.01,0,False,False,True,28518.87,14.404255319148936,0.0425531914893617
655,50,10,0.0,4,1,0,179267.94,1,False,False,False,0.0,12.843137254901961,0.19607843137254902
625,52,2,79468.96,1,1,1,84606.03,0,False,False,False,39734.48,11.79245283018868,0.03773584905660377
679,34,7,121063.85,1,1,0,56984.58,0,True,False,False,60531.925,19.4,0.2
734,51,1,118537.47,1,1,1,116912.45,0,False,False,True,59268.735,14.115384615384615,0.019230769230769232
666,39,10,0.0,2,1,0,102999.33,0,False,False,True,0.0,16.65,0.25
592,26,4,105082.07,2,1,0,132801.57,0,True,False,False,35027.35666666667,21.925925925925927,0.14814814814814814
564,40,4,0.0,1,1,0,85455.62,1,False,False,True,0.0,13.75609756097561,0.0975609756097561
814,36,6,0.0,2,1,1,98657.01,0,False,False,False,0.0,22.0,0.16216216216216217
592,36,2,104702.65,2,1,0,107948.72,0,True,False,True,34900.88333333333,16.0,0.05405405405405406
758,50,2,95813.76,3,1,1,67944.09,1,False,False,False,23953.44,14.862745098039216,0.0392156862745098
612,62,0,167026.61,2,1,1,192892.05,0,False,True,False,55675.53666666666,9.714285714285714,0.0
498,61,7,102453.26,1,1,0,187247.56,1,True,False,True,51226.63,8.03225806451613,0.11290322580645161
638,25,4,148045.45,2,1,1,114722.42,0,True,False,True,49348.48333333334,24.53846153846154,0.15384615384615385
558,35,1,0.0,2,0,0,111687.57,0,False,False,True,0.0,15.5,0.027777777777777776
756,24,1,0.0,2,1,0,184182.25,0,False,False,False,0.0,30.24,0.04
782,52,4,0.0,1,1,1,52759.82,1,False,True,True,0.0,14.754716981132075,0.07547169811320754
505,34,10,104498.79,1,0,1,126451.14,0,False,False,True,52249.395,14.428571428571429,0.2857142857142857
671,29,6,0.0,2,0,0,12048.67,0,False,True,False,0.0,22.366666666666667,0.2
801,42,6,0.0,2,1,1,95804.33,0,False,False,True,0.0,18.627906976744185,0.13953488372093023
604,26,8,149542.52,2,0,1,197911.52,0,False,False,True,49847.50666666666,22.37037037037037,0.2962962962962963
716,29,10,87946.39,1,1,1,182531.74,0,False,False,False,43973.195,23.866666666666667,0.3333333333333333
624,45,3,68639.57,1,1,0,168002.31,1,False,False,False,34319.785,13.565217391304348,0.06521739130434782
607,47,4,148826.32,1,1,1,79450.61,0,True,False,True,74413.16,12.645833333333334,0.08333333333333333
827,60,2,0.0,2,0,1,60615.83,0,False,False,False,0.0,13.557377049180328,0.03278688524590164
606,61,5,108166.09,2,0,1,8643.21,0,False,False,True,36055.363333333335,9.774193548387096,0.08064516129032258
717,35,5,103214.71,1,1,0,172172.7,0,True,False,False,51607.355,19.916666666666668,0.1388888888888889
651,40,1,134760.21,2,0,0,174434.06,1,True,False,True,44920.07,15.878048780487806,0.024390243902439025
691,58,3,0.0,1,0,1,194930.3,1,False,False,True,0.0,11.711864406779661,0.05084745762711865
573,33,0,90124.64,1,1,0,137476.71,0,False,False,False,45062.32,16.852941176470587,0.0
723,38,6,0.0,2,1,1,94415.6,0,False,True,True,0.0,18.53846153846154,0.15384615384615385
584,46,6,87361.02,2,1,0,120376.87,1,True,False,False,29120.34,12.425531914893616,0.1276595744680851
550,45,8,111257.59,1,0,0,97623.42,1,True,False,False,55628.795,11.956521739130435,0.17391304347826086
611,61,3,131583.59,4,0,1,66238.23,1,False,False,False,26316.718,9.85483870967742,0.04838709677419355
549,41,9,95020.8,3,1,1,131710.59,1,True,False,True,23755.2,13.071428571428571,0.21428571428571427
850,24,1,0.0,2,0,1,69052.87,0,False,True,False,0.0,34.0,0.04
668,34,5,80242.37,2,0,0,56780.97,0,True,False,True,26747.456666666665,19.085714285714285,0.14285714285714285
686,43,0,0.0,1,1,1,170072.9,0,False,False,False,0.0,15.590909090909092,0.0
660,50,1,0.0,3,1,1,191849.15,1,False,False,True,0.0,12.941176470588236,0.0196078431372549
682,59,0,122661.39,1,0,1,84803.76,0,False,True,False,61330.695,11.366666666666667,0.0
524,50,4,0.0,2,1,1,31840.59,1,False,False,True,0.0,10.27450980392157,0.0784313725490196
645,36,8,0.0,2,1,1,12096.61,1,False,False,False,0.0,17.43243243243243,0.21621621621621623
850,42,0,0.0,2,1,0,44165.84,0,False,False,True,0.0,19.767441860465116,0.0
537,53,3,0.0,1,1,1,91406.62,0,False,False,False,0.0,9.944444444444445,0.05555555555555555
599,46,7,81742.84,2,1,0,83282.21,0,False,True,False,27247.61333333333,12.74468085106383,0.14893617021276595
727,71,8,0.0,1,1,1,198446.91,1,False,True,True,0.0,10.097222222222221,0.1111111111111111
756,30,2,145127.85,1,0,0,7554.68,0,False,True,True,72563.925,24.387096774193548,0.06451612903225806
755,38,9,148912.44,1,1,0,80416.16,0,False,False,True,74456.22,19.358974358974358,0.23076923076923078
634,41,4,0.0,2,1,1,164549.74,0,False,True,False,0.0,15.095238095238095,0.09523809523809523
837,26,4,89900.24,2,1,0,175477.03,0,False,False,True,29966.74666666667,31.0,0.14814814814814814
727,30,8,119027.28,2,1,1,137903.54,0,True,False,False,39675.76,23.451612903225808,0.25806451612903225
567,40,2,105222.86,2,1,0,93795.86,0,True,False,False,35074.28666666667,13.829268292682928,0.04878048780487805
650,30,6,0.0,1,0,0,67997.13,1,False,True,False,0.0,20.967741935483872,0.1935483870967742
655,34,1,116114.93,1,1,1,49492.15,0,False,True,True,58057.465,18.714285714285715,0.02857142857142857
763,58,9,187911.55,1,0,1,35825.18,0,False,False,False,93955.775,12.932203389830509,0.15254237288135594
843,27,5,0.0,2,1,1,67494.23,0,False,False,False,0.0,30.107142857142858,0.17857142857142858
667,38,6,144432.04,1,1,1,73963.17,1,False,False,False,72216.02,17.102564102564102,0.15384615384615385
705,50,4,77065.9,2,0,1,145159.26,0,False,False,False,25688.63333333333,13.823529411764707,0.0784313725490196
660,29,6,180520.29,1,1,1,123850.58,0,True,False,False,90260.145,22.0,0.2
553,42,1,0.0,2,0,0,23822.04,0,False,False,True,0.0,12.86046511627907,0.023255813953488372
612,47,6,130024.87,1,1,1,45750.21,1,True,False,False,65012.435,12.75,0.125
641,40,2,110086.69,1,1,0,159773.14,0,True,False,False,55043.345,15.634146341463415,0.04878048780487805
513,31,5,174853.46,1,1,0,84238.63,0,False,True,False,87426.73,16.03125,0.15625
680,44,7,108724.98,1,0,1,72330.46,0,False,False,True,54362.49,15.11111111111111,0.15555555555555556
711,58,9,91285.13,2,1,1,26767.85,0,False,False,True,30428.376666666667,12.05084745762712,0.15254237288135594
689,40,2,0.0,2,1,1,164768.82,0,False,True,True,0.0,16.804878048780488,0.04878048780487805
665,51,9,110610.41,2,0,1,1112.76,1,True,False,False,36870.136666666665,12.788461538461538,0.17307692307692307
551,54,5,102994.04,1,1,0,176680.16,1,True,False,True,51497.02,10.018181818181818,0.09090909090909091
645,36,4,59893.85,2,1,0,43999.64,0,False,True,True,19964.616666666665,17.43243243243243,0.10810810810810811
616,29,8,149318.55,1,1,0,140746.13,0,True,False,True,74659.275,20.533333333333335,0.26666666666666666
582,32,1,116409.55,1,0,1,152790.92,0,False,False,False,58204.775,17.636363636363637,0.030303030303030304
365,30,0,127760.07,1,1,0,81537.85,1,True,False,True,63880.035,11.774193548387096,0.0
697,38,6,132591.36,1,1,1,7387.8,1,True,False,False,66295.68,17.871794871794872,0.15384615384615385
704,31,0,0.0,2,1,0,183038.33,0,False,False,True,0.0,22.0,0.0
656,46,5,113402.14,2,1,1,138849.06,0,False,False,False,37800.71333333333,13.957446808510639,0.10638297872340426
712,31,7,0.0,2,1,0,170333.38,0,False,False,False,0.0,22.25,0.21875
748,40,0,0.0,1,0,0,60416.76,0,False,False,True,0.0,18.24390243902439,0.0
724,28,9,0.0,2,1,1,100240.2,0,False,False,True,0.0,24.96551724137931,0.3103448275862069
691,50,6,136953.47,1,1,1,2704.98,0,False,False,True,68476.735,13.549019607843137,0.11764705882352941
563,33,8,0.0,2,0,1,68815.05,0,False,False,True,0.0,16.558823529411764,0.23529411764705882
741,32,5,0.0,1,1,1,64839.23,0,False,False,True,0.0,22.454545454545453,0.15151515151515152
778,44,8,123863.64,1,1,0,144494.94,0,False,False,True,61931.82,17.288888888888888,0.17777777777777778
848,22,7,120811.89,1,1,1,185510.34,0,False,True,True,60405.945,36.869565217391305,0.30434782608695654
634,38,2,148430.55,1,1,1,56055.72,0,True,False,True,74215.275,16.256410256410255,0.05128205128205128
505,40,6,47869.69,2,1,1,155061.97,0,True,False,True,15956.563333333334,12.317073170731707,0.14634146341463414
692,53,7,150926.99,2,0,0,119817.19,0,True,False,True,50308.996666666666,12.814814814814815,0.12962962962962962
537,47,6,103163.35,1,1,0,16259.64,1,True,False,False,51581.675,11.1875,0.125
633,29,10,130206.28,1,1,0,184654.87,0,False,False,True,65103.14,21.1,0.3333333333333333
833,28,4,136674.51,2,0,0,5278.78,0,False,False,False,45558.170000000006,28.724137931034484,0.13793103448275862
592,40,2,200322.45,1,1,1,113244.73,0,False,True,False,100161.225,14.439024390243903,0.04878048780487805
587,48,1,0.0,2,1,1,8908.0,0,False,True,True,0.0,11.979591836734693,0.02040816326530612
550,62,7,80927.56,1,0,1,64490.67,0,False,True,True,40463.78,8.73015873015873,0.1111111111111111
680,24,10,0.0,3,1,0,154971.63,1,False,False,False,0.0,27.2,0.4
622,41,9,0.0,2,1,1,155786.39,0,False,True,False,0.0,14.80952380952381,0.21428571428571427
594,28,0,142574.71,2,1,0,129084.82,0,True,False,True,47524.90333333333,20.482758620689655,0.0
643,34,7,160426.07,1,0,1,188533.11,0,True,False,False,80213.035,18.37142857142857,0.2
540,25,5,116160.23,1,1,0,13411.67,0,False,False,True,58080.115,20.76923076923077,0.19230769230769232
635,34,5,98683.47,2,1,0,15733.19,0,False,True,False,32894.49,18.142857142857142,0.14285714285714285
657,32,3,118829.03,2,1,1,73127.61,0,False,False,True,39609.676666666666,19.90909090909091,0.09090909090909091
814,31,1,118870.92,1,1,0,101704.19,0,False,False,True,59435.46,25.4375,0.03125
600,32,1,0.0,1,1,1,101986.16,0,False,False,True,0.0,18.181818181818183,0.030303030303030304
682,46,2,0.0,1,1,1,114442.66,0,False,False,False,0.0,14.51063829787234,0.0425531914893617
682,38,4,107192.38,1,1,1,15669.17,0,False,False,True,53596.19,17.487179487179485,0.10256410256410256
566,42,3,108010.78,1,1,1,157486.1,0,False,False,True,54005.39,13.162790697674419,0.06976744186046512
550,34,3,0.0,2,0,0,131281.28,0,False,True,True,0.0,15.714285714285714,0.08571428571428572
630,26,7,129837.72,2,0,1,197001.15,0,False,False,True,43279.24,23.333333333333332,0.25925925925925924
546,58,3,106458.31,4,1,0,128881.87,1,True,False,False,21291.662,9.254237288135593,0.05084745762711865
486,63,9,97009.15,1,1,1,85101.0,0,False,False,True,48504.575,7.59375,0.140625
762,35,9,122929.42,2,0,0,149822.04,0,False,True,True,40976.473333333335,21.166666666666668,0.25
692,45,6,152296.83,4,0,1,108040.86,1,True,False,True,30459.365999999998,15.043478260869565,0.13043478260869565
498,30,1,0.0,2,0,0,135795.53,0,False,False,False,0.0,16.06451612903226,0.03225806451612903
850,49,8,0.0,1,0,0,25867.67,1,False,True,True,0.0,17.0,0.16
603,35,6,128993.76,2,1,0,130483.56,0,False,False,True,42997.92,16.75,0.16666666666666666
551,36,5,0.0,1,1,0,183479.12,0,False,False,False,0.0,14.891891891891891,0.13513513513513514
627,27,0,185267.45,2,1,1,77027.34,0,True,False,True,61755.81666666667,22.392857142857142,0.0
515,28,9,0.0,2,0,0,94141.75,0,False,False,False,0.0,17.75862068965517,0.3103448275862069
605,29,3,116805.82,1,0,0,4092.75,0,False,True,False,58402.91,20.166666666666668,0.1
567,29,5,129750.68,1,1,0,109257.59,0,True,False,True,64875.34,18.9,0.16666666666666666
568,29,2,129177.01,2,0,1,104617.99,0,True,False,False,43059.003333333334,18.933333333333334,0.06666666666666667
571,25,6,82506.72,2,1,0,167705.07,0,True,False,True,27502.24,21.96153846153846,0.23076923076923078
634,48,2,107247.69,1,1,1,103712.05,1,True,False,True,53623.845,12.938775510204081,0.04081632653061224
768,42,3,0.0,1,0,0,161242.99,1,False,True,False,0.0,17.86046511627907,0.06976744186046512
554,36,3,157780.93,2,1,0,6089.13,0,True,False,False,52593.64333333333,14.972972972972974,0.08108108108108109
629,35,1,172170.36,1,1,1,159777.37,0,False,False,True,86085.18,17.47222222222222,0.027777777777777776
638,48,2,0.0,2,1,1,7919.08,0,False,True,True,0.0,13.020408163265307,0.04081632653061224
576,41,1,0.0,1,1,1,188274.6,0,False,False,True,0.0,13.714285714285714,0.023809523809523808
661,42,9,75361.44,1,1,0,27608.12,1,False,True,False,37680.72,15.372093023255815,0.20930232558139536
592,27,4,0.0,2,1,1,183569.25,0,False,False,False,0.0,21.142857142857142,0.14285714285714285
702,30,2,0.0,2,1,1,145537.32,0,False,True,True,0.0,22.64516129032258,0.06451612903225806
647,29,0,98263.46,2,1,0,164717.95,0,False,False,False,32754.486666666668,21.566666666666666,0.0
593,43,9,0.0,2,1,1,76357.43,0,False,False,True,0.0,13.477272727272727,0.20454545454545456
712,40,3,109308.79,2,1,0,120158.72,1,True,False,False,36436.26333333333,17.365853658536587,0.07317073170731707
625,31,8,0.0,2,1,0,151843.54,0,False,True,False,0.0,19.53125,0.25
538,28,6,164365.44,1,0,1,5698.97,0,True,False,False,82182.72,18.551724137931036,0.20689655172413793
637,22,5,98800.0,1,1,0,122865.55,0,False,True,False,49400.0,27.695652173913043,0.21739130434782608
632,27,4,193125.85,1,1,1,152665.85,0,False,False,True,96562.925,22.571428571428573,0.14285714285714285
736,27,5,51522.75,1,0,1,192131.77,0,False,False,True,25761.375,26.285714285714285,0.17857142857142858
755,23,5,84284.48,2,1,1,62851.6,0,False,False,True,28094.826666666664,31.458333333333332,0.20833333333333334
425,39,5,0.0,2,1,0,140941.47,0,False,True,False,0.0,10.625,0.125
461,51,9,119889.84,1,0,0,56767.67,1,False,False,True,59944.92,8.865384615384615,0.17307692307692307
745,21,4,137910.45,1,1,1,177235.23,0,False,False,True,68955.225,33.86363636363637,0.18181818181818182
616,37,6,0.0,2,1,0,86242.18,0,False,False,False,0.0,16.210526315789473,0.15789473684210525
587,33,5,100116.82,1,1,0,34215.58,0,False,False,True,50058.41,17.264705882352942,0.14705882352941177
850,40,4,166082.15,2,0,1,44406.17,0,True,False,True,55360.71666666667,20.73170731707317,0.0975609756097561
601,38,0,0.0,2,1,0,165196.65,0,False,False,False,0.0,15.41025641025641,0.0
730,26,3,0.0,1,1,0,34542.41,0,False,True,True,0.0,27.037037037037038,0.1111111111111111
532,44,3,148595.55,1,1,0,74838.64,1,False,False,True,74297.775,11.822222222222223,0.06666666666666667
850,53,2,94078.97,2,1,0,36980.54,0,True,False,True,31359.656666666666,15.74074074074074,0.037037037037037035
779,34,5,0.0,2,0,1,111676.63,0,False,True,False,0.0,22.257142857142856,0.14285714285714285
562,29,9,0.0,1,1,1,25858.68,0,False,False,True,0.0,18.733333333333334,0.3
670,40,2,164948.98,3,0,0,177028.0,1,True,False,True,41237.245,16.341463414634145,0.04878048780487805
729,62,4,140549.4,1,1,0,30990.16,1,False,False,False,70274.7,11.571428571428571,0.06349206349206349
767,44,2,152509.25,1,1,1,136915.15,0,False,False,False,76254.625,17.044444444444444,0.044444444444444446
742,28,2,191864.51,1,1,0,108457.99,1,False,False,False,95932.255,25.586206896551722,0.06896551724137931
669,44,8,96418.09,1,0,0,131609.48,1,False,False,False,48209.045,14.866666666666667,0.17777777777777778
542,32,2,131945.94,1,0,1,159737.56,0,False,True,True,65972.97,16.424242424242426,0.06060606060606061
586,29,3,0.0,2,1,1,142238.54,0,False,False,True,0.0,19.533333333333335,0.1
612,30,9,142910.15,1,1,0,105890.55,1,True,False,True,71455.075,19.741935483870968,0.2903225806451613
740,37,7,0.0,2,1,1,194270.91,0,False,False,False,0.0,19.473684210526315,0.18421052631578946
584,35,3,146311.58,1,1,1,105443.47,0,False,False,True,73155.79,16.22222222222222,0.08333333333333333
524,52,2,87894.26,1,1,0,173899.42,1,False,False,True,43947.13,9.88679245283019,0.03773584905660377
614,19,5,97445.49,2,1,0,122823.34,0,False,False,False,32481.83,30.7,0.25
598,64,9,0.0,1,0,1,13181.37,1,False,False,False,0.0,9.2,0.13846153846153847
799,35,7,0.0,2,0,1,140780.8,0,False,True,True,0.0,22.194444444444443,0.19444444444444445
724,34,2,154485.74,2,0,0,78560.64,0,False,False,True,51495.246666666666,20.685714285714287,0.05714285714285714
601,50,2,115625.07,1,1,0,185855.21,0,False,False,True,57812.535,11.784313725490197,0.0392156862745098
804,25,7,108396.67,1,1,0,128276.95,0,False,False,True,54198.335,30.923076923076923,0.2692307692307692
745,38,5,65095.41,2,1,1,140197.42,0,True,False,True,21698.47,19.102564102564102,0.1282051282051282
667,43,1,103018.45,1,1,0,32462.39,1,True,False,True,51509.225,15.159090909090908,0.022727272727272728
518,38,10,84764.79,1,1,1,162253.9,0,False,False,False,42382.395,13.282051282051283,0.2564102564102564
819,38,10,0.0,2,1,0,30498.7,0,False,False,False,0.0,21.0,0.2564102564102564
520,35,4,115680.81,1,1,1,90280.7,0,False,True,False,57840.405,14.444444444444445,0.1111111111111111
625,39,5,0.0,2,1,0,32615.21,0,False,False,False,0.0,15.625,0.125
673,36,5,73088.06,2,0,0,196142.26,0,True,False,True,24362.686666666665,18.18918918918919,0.13513513513513514
656,27,3,150905.03,2,1,0,16998.72,0,True,False,False,50301.676666666666,23.428571428571427,0.10714285714285714
850,23,9,143054.85,1,0,1,62980.96,0,False,True,False,71527.425,35.416666666666664,0.375
574,28,7,0.0,2,0,0,185660.3,0,False,True,False,0.0,19.79310344827586,0.2413793103448276
679,60,6,0.0,2,1,1,77331.77,0,False,False,True,0.0,11.131147540983607,0.09836065573770492
530,42,0,99948.45,1,0,1,97338.62,0,True,False,False,49974.225,12.325581395348838,0.0
508,44,3,115451.05,2,0,0,67234.33,0,False,False,True,38483.683333333334,11.28888888888889,0.06666666666666667
558,32,4,108235.91,1,1,1,143783.28,0,True,False,True,54117.955,16.90909090909091,0.12121212121212122
414,38,8,0.0,1,0,1,77661.12,1,False,False,True,0.0,10.615384615384615,0.20512820512820512
648,42,2,98795.61,2,1,0,89123.99,0,False,True,True,32931.87,15.069767441860465,0.046511627906976744
721,37,1,0.0,2,1,0,70810.8,0,False,False,False,0.0,18.973684210526315,0.02631578947368421
751,31,8,0.0,2,0,0,17550.49,0,False,False,True,0.0,23.46875,0.25
662,34,2,0.0,2,0,1,21497.27,0,False,False,True,0.0,18.914285714285715,0.05714285714285714
628,29,3,113146.98,2,0,1,124749.08,0,True,False,True,37715.659999999996,20.933333333333334,0.1
597,39,8,162532.14,3,1,0,36051.46,1,True,False,False,40633.035,14.925,0.2
698,40,0,92053.44,1,1,1,143681.83,0,False,True,False,46026.72,17.024390243902438,0.0
723,48,7,0.0,2,1,1,150694.58,0,False,False,True,0.0,14.755102040816327,0.14285714285714285
586,28,5,0.0,3,1,0,170487.4,1,False,False,False,0.0,20.20689655172414,0.1724137931034483
633,29,8,104944.1,1,1,1,97684.46,0,True,False,False,52472.05,21.1,0.26666666666666666
564,31,4,0.0,2,1,0,53520.03,0,False,False,True,0.0,17.625,0.125
649,31,2,0.0,2,1,0,15200.61,0,False,False,False,0.0,20.28125,0.0625
622,30,4,107879.04,1,0,1,196894.62,0,False,False,False,53939.52,20.06451612903226,0.12903225806451613
459,46,7,110356.42,1,1,0,4969.13,1,True,False,True,55178.21,9.76595744680851,0.14893617021276595
718,27,2,0.0,2,0,0,26229.24,0,False,False,True,0.0,25.642857142857142,0.07142857142857142
655,34,4,109783.69,2,1,0,134034.32,0,False,True,False,36594.56333333333,18.714285714285715,0.11428571428571428
696,22,9,149777.0,1,1,1,198032.93,0,False,False,True,74888.5,30.26086956521739,0.391304347826087
637,38,3,104339.56,1,0,0,119882.86,0,False,False,False,52169.78,16.333333333333332,0.07692307692307693
630,21,1,85818.18,1,1,1,133102.3,0,False,True,False,42909.09,28.636363636363637,0.045454545454545456
592,37,4,212692.97,1,0,0,176395.02,0,False,False,True,106346.485,15.578947368421053,0.10526315789473684
634,37,1,89696.84,2,1,1,193179.88,0,True,False,True,29898.946666666667,16.68421052631579,0.02631578947368421
608,28,9,0.0,2,1,1,125062.02,0,False,False,False,0.0,20.96551724137931,0.3103448275862069
565,32,9,68067.24,1,1,0,143287.58,0,True,False,False,34033.62,17.12121212121212,0.2727272727272727
763,67,9,148564.66,1,0,1,87236.4,0,False,True,True,74282.33,11.220588235294118,0.1323529411764706
665,55,8,136354.16,1,1,1,93769.89,0,False,False,False,68177.08,11.875,0.14285714285714285
649,38,1,122214.0,1,0,1,88965.46,0,False,False,True,61107.0,16.641025641025642,0.02564102564102564
695,45,3,0.0,2,1,1,30793.61,0,False,False,True,0.0,15.108695652173912,0.06521739130434782
775,70,6,119684.88,2,1,1,74532.02,0,True,False,True,39894.96,10.915492957746478,0.08450704225352113
788,39,3,135139.33,1,0,1,113086.08,0,False,False,False,67569.665,19.7,0.075
569,42,9,146100.75,1,1,0,32574.01,1,True,False,False,73050.375,13.232558139534884,0.20930232558139536
726,56,8,123110.9,3,0,1,130113.78,1,False,True,False,30777.725,12.736842105263158,0.14035087719298245
564,44,3,111760.4,3,1,1,104722.47,1,True,False,False,27940.1,12.533333333333333,0.06666666666666667
544,32,9,110728.39,1,1,1,14559.62,0,False,False,False,55364.195,16.484848484848484,0.2727272727272727
614,41,8,121558.46,1,1,1,598.8,0,False,False,False,60779.23,14.619047619047619,0.19047619047619047
453,38,8,120623.21,1,1,0,129697.99,0,True,False,False,60311.605,11.615384615384615,0.20512820512820512
471,58,4,114713.57,1,1,1,36315.03,0,False,False,False,57356.785,7.983050847457627,0.06779661016949153
829,37,3,103457.76,1,0,0,1114.12,0,True,False,False,51728.88,21.81578947368421,0.07894736842105263
754,57,2,101134.87,2,1,1,70954.41,0,True,False,True,33711.62333333333,13.0,0.034482758620689655
749,46,10,78136.36,2,1,1,73470.98,0,True,False,True,26045.453333333335,15.936170212765957,0.2127659574468085
667,23,1,0.0,2,1,0,91573.19,0,False,False,True,0.0,27.791666666666668,0.041666666666666664
670,30,3,133446.34,1,0,0,3154.95,0,False,True,True,66723.17,21.612903225806452,0.0967741935483871
670,33,7,0.0,2,1,1,88187.81,0,False,False,False,0.0,19.705882352941178,0.20588235294117646
623,48,1,108076.33,1,1,0,118855.26,1,True,False,False,54038.165,12.714285714285714,0.02040816326530612
571,32,5,131354.25,1,1,0,125256.53,0,False,False,True,65677.125,17.303030303030305,0.15151515151515152
641,37,7,62974.64,2,0,1,39016.43,0,True,False,False,20991.546666666665,16.86842105263158,0.18421052631578946
551,30,2,143340.44,1,1,0,145796.49,0,True,False,False,71670.22,17.774193548387096,0.06451612903225806
741,36,8,116993.43,2,1,0,168816.22,0,True,False,True,38997.81,20.027027027027028,0.21621621621621623
472,31,4,58662.92,2,0,1,73322.0,0,False,False,True,19554.306666666667,14.75,0.125
650,41,3,128808.65,3,0,0,113677.53,1,False,True,True,32202.1625,15.476190476190476,0.07142857142857142
625,45,7,137555.44,1,0,0,124607.7,0,False,False,True,68777.72,13.58695652173913,0.15217391304347827
650,34,4,142393.11,1,1,1,11276.48,0,True,False,True,71196.555,18.571428571428573,0.11428571428571428
535,38,8,0.0,2,1,0,136620.64,0,False,False,False,0.0,13.717948717948717,0.20512820512820512
649,41,2,125785.23,1,1,1,70523.92,0,False,False,False,62892.615,15.452380952380953,0.047619047619047616
689,22,4,136444.25,1,1,0,51980.25,1,False,False,True,68222.125,29.956521739130434,0.17391304347826086
694,38,7,121527.4,1,1,0,113481.02,0,False,True,True,60763.7,17.794871794871796,0.1794871794871795
655,52,9,144696.75,1,1,1,49025.79,0,True,False,True,72348.375,12.358490566037736,0.16981132075471697
620,36,8,0.0,2,1,1,145937.99,0,False,False,True,0.0,16.756756756756758,0.21621621621621623
577,35,10,0.0,2,1,1,25161.61,0,False,False,False,0.0,16.02777777777778,0.2777777777777778
401,48,8,128140.17,1,1,0,175753.55,1,True,False,True,64070.085,8.183673469387756,0.16326530612244897
599,25,6,120383.41,1,1,1,24903.09,0,False,False,True,60191.705,23.03846153846154,0.23076923076923078
481,57,9,0.0,3,1,1,169719.35,1,False,False,False,0.0,8.293103448275861,0.15517241379310345
704,42,8,129735.3,2,1,1,179565.57,0,False,False,True,43245.1,16.372093023255815,0.18604651162790697
698,31,8,185078.26,1,0,0,115337.74,1,False,True,False,92539.13,21.8125,0.25
480,28,6,0.0,2,0,0,48131.92,0,False,False,False,0.0,16.551724137931036,0.20689655172413793
682,42,0,0.0,1,1,1,160828.98,0,False,False,True,0.0,15.86046511627907,0.0
700,31,7,0.0,2,0,1,145151.96,0,False,True,True,0.0,21.875,0.21875
492,29,1,144591.96,1,1,1,196293.76,0,False,False,True,72295.98,16.4,0.03333333333333333
444,45,4,0.0,2,1,0,161653.5,1,False,False,False,0.0,9.652173913043478,0.08695652173913043
624,36,6,0.0,2,0,0,84635.64,0,False,False,True,0.0,16.864864864864863,0.16216216216216217
709,37,7,0.0,1,1,0,159486.76,0,False,False,True,0.0,18.657894736842106,0.18421052631578946
557,68,2,100194.44,1,1,1,38596.34,0,True,False,True,50097.22,8.072463768115941,0.028985507246376812
646,50,6,145295.31,2,1,1,27814.74,0,True,False,True,48431.77,12.666666666666666,0.11764705882352941
719,28,3,106070.29,2,1,1,183893.31,0,True,False,True,35356.76333333333,24.79310344827586,0.10344827586206896
706,47,6,120621.89,1,1,1,140803.7,0,True,False,False,60310.945,14.708333333333334,0.125
660,38,7,0.0,2,0,1,146585.53,0,False,False,True,0.0,16.923076923076923,0.1794871794871795
667,36,9,0.0,2,1,1,40062.29,0,False,False,True,0.0,18.027027027027028,0.24324324324324326
705,30,1,0.0,1,1,1,181300.32,0,False,False,True,0.0,22.741935483870968,0.03225806451612903
598,27,10,171283.91,1,1,1,84136.12,0,True,False,False,85641.955,21.357142857142858,0.35714285714285715
669,26,4,0.0,2,1,1,197594.34,0,False,False,True,0.0,24.77777777777778,0.14814814814814814
580,38,1,128218.47,1,1,0,125953.83,1,True,False,False,64109.235,14.871794871794872,0.02564102564102564
